文件路径,处理时间,文件处理结果\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\10 2021年中央财政湿地保护资金项目-栖息地改造工程\混凝土-宏大\21 汇旺-宏大 栖息地项目-混凝土采购补充协议一 7254元.pdf,2023-12-08 10:10:41.318148,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\5 利辛县2021年老旧小区改造和平小区施工项目\中瓷万达陶瓷有限公司\5-3 汇旺-中瓷万达 利辛县项目-瓷砖采购合同审批表 144000元.pdf,2023-12-08 10:47:22.582880,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\2 金安区淠东乡淠东初中教师周转宿舍项目\2-7  汇旺-焕天 金安区项目-真石漆采购合同 180000.1元.pdf,2023-12-08 10:48:34.718080,文件有材料数据，已写入数据库！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\4 太和县2021年自然村通硬化路和联网路工程13标段施工\4-2 汇旺-双畅 太和县项目-细粒式混凝土采购补充审批表 217700元.pdf,2023-12-08 11:46:38.664447,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\10 2021年中央财政湿地保护资金项目-栖息地改造工程\混凝土-宏大\21 汇旺-宏大 栖息地项目-混凝土采购补充协议一 7254元.pdf,2023-12-08 11:47:02.725035,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\10 2021年中央财政湿地保护资金项目-栖息地改造工程\管材-三帮\10-2 汇旺-三帮 栖息地项目-管材及配件补充审批表+补充协议 10876.8元.pdf,2023-12-08 11:50:28.747066,文件有材料数据，已写入数据库！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\2 金安区淠东乡淠东初中教师周转宿舍项目\汇旺-信合源 金安区项目-材料采购 520157.9元.pdf,2023-12-08 11:52:47.796159,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\5 利辛县2021年老旧小区改造和平小区施工项目\利辛县文州路天正电器门市部\5-6 汇旺-天正 利辛县项目-电力电缆补充协议 更名.pdf,2023-12-08 11:54:04.810211,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\4 太和县2021年自然村通硬化路和联网路工程13标段施工\4-11 汇旺-鑫飒 太和县项目-砂子、石子采购合同+审批表 110000元.pdf,2023-12-08 11:54:59.439554,文件有材料数据，已写入数据库！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\5 利辛县2021年老旧小区改造和平小区施工项目\利辛县文州路天正电器门市部\5-6 汇旺-天正 利辛县项目-电力电缆补充协议 税率变更.pdf,2023-12-08 11:55:00.793368,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\3 濉溪康复病房综合楼工程\3-11 汇旺-新绿宝 濉溪项目-电线电缆采购 150560元.pdf,2023-12-08 11:55:30.451747,文件有材料数据，已写入数据库！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\3 濉溪康复病房综合楼工程\3-2 汇旺-凯达 濉溪项目-水泥采购 284750元.pdf,2023-12-08 11:56:18.050209,文件有材料数据，已写入数据库！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\4 太和县2021年自然村通硬化路和联网路工程13标段施工\4-4 汇旺-臻昌 太和县项目-土工格栅采购合同 110000元.pdf,2023-12-08 11:56:41.877613,文件有材料数据，已写入数据库！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\3 濉溪康复病房综合楼工程\3-13 汇旺-金润 濉溪项目-商品混凝土采购合同 377820元.pdf,2023-12-08 11:56:45.954026,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\3 濉溪康复病房综合楼工程\3-8 汇旺-安厦 濉溪项目-空心砖采购 174720元.pdf,2023-12-08 11:57:08.763057,文件有材料数据，已写入数据库！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\6 定远县城发新材料科技项目土建部分\6-1  汇旺-嘉冠 定远项目-履约担保保证合同.pdf,2023-12-08 11:57:48.493856,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\10 2021年中央财政湿地保护资金项目-栖息地改造工程\信合源\18 汇旺-信合源 栖息地项目-商品混凝土购销合同 1452000元.pdf,2023-12-08 11:58:08.704707,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\4 太和县2021年自然村通硬化路和联网路工程13标段施工\4-9 汇旺-马影 太和县项目-钢筋采购合同 99220元.pdf,2023-12-08 11:58:51.917234,文件有材料数据，已写入数据库！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\6 定远县城发新材料科技项目土建部分\中石化-油料采购合同资料.pdf,2023-12-08 11:59:17.532154,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\10 2021年中央财政湿地保护资金项目-栖息地改造工程\中骄\31 汇旺-中骄 栖息地-商品混凝土采购合同 667585.5元.pdf,2023-12-08 11:59:37.373794,文件有材料数据，已写入数据库！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\5 利辛县2021年老旧小区改造和平小区施工项目\信合源\14 汇旺-信合源 利辛县项目-材料采购 4773530.8元.pdf,2023-12-08 11:59:38.695447,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\4 太和县2021年自然村通硬化路和联网路工程13标段施工\4-9 汇旺-马影 太和县项目-钢筋采购合同审批表+企业资质 99220元.pdf,2023-12-08 12:00:33.996965,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\6 定远县城发新材料科技项目土建部分\信合源\汇旺-信合源 定远项目-材料采购20210825主合同补充协议1009590元（2022.04.01）.pdf,2023-12-08 12:01:32.228874,文件有材料数据，已写入数据库！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\5 利辛县2021年老旧小区改造和平小区施工项目\利辛县皖通商砼有限公司\5-1 汇旺-皖通 利辛县项目-商品混凝土采购 1015200元.pdf,2023-12-08 12:04:18.711188,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\6 定远县城发新材料科技项目土建部分\商混-昆仑\6-5  汇旺-昆仑 定远项目-商品混凝土补充协议 350w （2022.03.20）.pdf,2023-12-08 12:04:39.818028,文件无材料数据！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\4 太和县2021年自然村通硬化路和联网路工程13标段施工\4-2 汇旺-双畅 太和县项目-细粒式沥青混凝土采购合同 796800元.pdf,2023-12-08 12:04:59.037875,文件有材料数据，已写入数据库！
\\192.168.180.180\13.平台-财务\平台公司共享\1.汇旺物资\合同扫描件\01安徽\4 太和县2021年自然村通硬化路和联网路工程13标段施工\4-5 汇旺-金石 太和县项目-砂子、石子采购合同 2499300元.pdf,2023-12-08 12:05:24.260610,文件有材料数据，已写入数据库！
